GROUPED BY YEAR AND SORTED BY POSITION,,,,,,,,,,,,,,,SORTED ALPHABETICALLY,,,,,,,,,,,,,,,GROUPED BY POSITION AND SORTED BY YEAR,,,,,,,,,,,,,
#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge,,#,Name,Votes,Year,Single#,Change,Group,Membership,Birthdate,CurrentAge,SenbatsuAge,Blood,Birthplace,CurrentAge
55,Soda Sarina,17071,2015,41,NEW,SKE48,Future Girls Member,1993/01/18,25,22,B,Saitama,"25 Years, 0 Months, 19 Days",,62,Owada Nana,16246,2016,45,NEW,AKB48,Future Girls Member,1999/09/15,18,16,A,Chiba,"18 Years, 4 Months, 22 Days",,44,Suto Ririka,21559,2016,45,NEW,NMB48,Next Girls Member,1996/11/23,21,19,A,Tokyo,"21 Years, 2 Months, 14 Days"
56,Umeda Ayaka,17019,2015,41,-21,NMB48,Future Girls Member,1989/01/03,29,26,A,Fukuoka,"29 Years, 1 Months, 3 Days",,24,Oya Masana,4634,2010,17,NEW,SKE48,Undergirls Member,1990/11/06,27,19,AB,Aichi,"27 Years, 3 Months, 0 Days",,44,Kamata Natsuki,24108,2017,49,30,SKE48,Next Girls Member,1996/08/29,21,20,O,Aichi,"21 Years, 5 Months, 8 Days"
57,Mogi Shinobu,16867,2015,41,NEW,AKB48,Future Girls Member,1997/02/16,20,18,AB,Chiba,"20 Years, 11 Months, 21 Days",,30,Oya Masana,6660,2011,22,-6,SKE48,Undergirls Member,1990/11/06,27,20,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Tano Yuuka,6694,2012,27,NEW,AKB48,Next Girls Member,1997/03/07,20,15,O,Tokyo,"20 Years, 10 Months, 30 Days"
58,Shibuya Nagisa,16386,2015,41,NEW,NMB48,Future Girls Member,1996/08/25,21,18,A,Osaka,"21 Years, 5 Months, 12 Days",,27,Oya Masana,12142,2012,27,3,SKE48,Undergirls Member,1990/11/06,27,21,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Muto Tomu,16221,2013,32,4,AKB48,Next Girls Member,1994/11/25,23,18,B,Tokyo,"23 Years, 2 Months, 12 Days"
59,Kato Yuuka,15729,2015,41,NEW,NMB48,Future Girls Member,1997/08/01,20,17,A,Osaka,"20 Years, 6 Months, 5 Days",,29,Oya Masana,23588,2013,32,-2,SKE48,Undergirls Member,1990/11/06,27,22,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Tano Yuuka,17608,2014,37,0,SKE48,Next Girls Member,1997/03/07,20,17,O,Tokyo,"20 Years, 10 Months, 30 Days"
60,Yabushita Shu,15666,2015,41,-1,NMB48,Future Girls Member,1998/12/02,19,16,AB,Osaka,"19 Years, 2 Months, 4 Days",,30,Oya Masana,21984,2014,37,-1,SKE48,Undergirls Member,1990/11/06,27,23,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Miyamae Ami,18245,2015,41,NEW,SKE48,Next Girls Member,1997/09/09,20,17,A,Aichi,"20 Years, 4 Months, 28 Days"
61,Azuma Rion,15539,2015,41,NEW,SKE48,Future Girls Member,1996/11/13,21,18,AB,Hokkaido,"21 Years, 2 Months, 24 Days",,20,Oya Masana,30021,2015,41,10,SKE48,Undergirls Member,1990/11/06,27,24,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Tanaka Miku,21009,2016,45,26,HKT48,Next Girls Member,2001/09/12,16,14,B,Kumamoto,"16 Years, 4 Months, 25 Days"
62,Kato Rumi,15474,2015,41,NEW,SKE48,Future Girls Member,1995/03/09,22,20,B,Gifu,"22 Years, 10 Months, 28 Days",,22,Oya Masana,30236,2017,49,REENTER,SKE48,Undergirls Member,1990/11/06,27,26,AB,Aichi,"27 Years, 3 Months, 0 Days",,45,Taniguchi Megu,23304,2017,49,24,AKB48,Next Girls Member,1998/11/12,19,18,A,Tokyo,"19 Years, 2 Months, 25 Days"
63,Yamauchi Suzuran,15157,2015,41,6,SKE48,Future Girls Member,1994/12/08,23,20,O,Chiba,"23 Years, 1 Months, 29 Days",,59,Oya Shizuka,5933,2012,27,NEW,AKB48,Future Girls Member,1991/12/28,26,20,O,Fukuoka,"26 Years, 1 Months, 9 Days",,46,Yamada Nana,6683,2012,27,8,NMB48,Next Girls Member,1992/04/03,25,20,A,Osaka,"25 Years, 10 Months, 3 Days"
64,Yoshida Akari,14933,2015,41,8,NMB48,Future Girls Member,1996/08/16,21,18,AB,Osaka,"21 Years, 5 Months, 21 Days",,87,Oya Shizuka,11498,2016,45,-28,AKB48,No Membership,1991/12/28,26,24,O,Fukuoka,"26 Years, 1 Months, 9 Days",,46,Ishida Haruka,16072,2013,32,4,AKB48,Next Girls Member,1993/12/02,24,19,A,Saitama,"24 Years, 2 Months, 4 Days"
65,Saito Makiko,14916,2015,41,10,SKE48,Upcoming Girls Center,1994/06/28,23,21,A,Osaka,"23 Years, 7 Months, 9 Days",,98,Oya Shizuka,10672,2017,49,-11,AKB48,No Membership,1991/12/28,26,25,O,Fukuoka,"26 Years, 1 Months, 9 Days",,46,Iwanaga Tsugumi,17479,2014,37,NEW,AKB48,Next Girls Member,1994/05/10,23,20,A,Gifu,"23 Years, 8 Months, 27 Days"
66,Kitagawa Ryoha,14674,2015,41,NEW,SKE48,Upcoming Girls Member,1998/10/09,19,16,B,Aichi,"19 Years, 3 Months, 28 Days",,42,Saito Makiko,16508,2013,32,NEW,SKE48,Next Girls Member,1994/06/28,23,19,A,Osaka,"23 Years, 7 Months, 9 Days",,46,Kojina Yui,18085,2015,41,NEW,HKT48,Next Girls Member,1998/01/24,19,17,AB,Fukuoka,"20 Years, 0 Months, 13 Days"
67,Omori Miyuu,14669,2015,41,NEW,AKB48,Upcoming Girls Member,1998/09/03,19,16,B,Kanagawa,"19 Years, 5 Months, 3 Days",,75,Saito Makiko,10089,2014,37,-33,SKE48,Upcoming Girls Member,1994/06/28,23,20,A,Osaka,"23 Years, 7 Months, 9 Days",,46,Matsuoka Natsumi,20980,2016,45,5,HKT48,Next Girls Member,1996/08/08,21,19,O,Fukuoka,"21 Years, 5 Months, 29 Days"
68,Umemoto Madoka,14605,2015,41,0,SKE48,Upcoming Girls Member,1992/07/17,25,22,O,Aichi,"25 Years, 6 Months, 20 Days",,65,Saito Makiko,14916,2015,41,10,SKE48,Upcoming Girls Center,1994/06/28,23,21,A,Osaka,"23 Years, 7 Months, 9 Days",,46,Goto Rara,23225,2017,49,NEW,SKE48,Next Girls Member,2000/07/23,17,16,AB,Aichi,"17 Years, 6 Months, 14 Days"
69,Nagao Mariya,14585,2015,41,-4,AKB48,Upcoming Girls Member,1994/03/10,23,21,O,Kanagawa,"23 Years, 10 Months, 27 Days",,92,Saito Makiko,9900,2016,45,-27,SKE48,No Membership,1994/06/28,23,22,A,Osaka,"23 Years, 7 Months, 9 Days",,47,Miyawaki Sakura,6635,2012,27,NEW,AKB48,Next Girls Member,1998/03/19,19,14,A,Kagoshima,"19 Years, 10 Months, 18 Days"
70,Kamata Natsuki,14545,2015,41,NEW,SKE48,Upcoming Girls Member,1996/08/29,21,18,O,Aichi,"21 Years, 5 Months, 8 Days",,90,Saito Makiko,11903,2017,49,2,SKE48,No Membership,1994/06/28,23,23,A,Osaka,"23 Years, 7 Months, 9 Days",,47,Kobayashi Ami,15533,2013,32,NEW,SKE48,Next Girls Member,1993/01/12,25,20,O,Aichi,"25 Years, 0 Months, 25 Days"
71,Ishida Haruka,14319,2015,41,-14,AKB48,Upcoming Girls Member,1993/12/02,24,21,A,Saitama,"24 Years, 2 Months, 4 Days",,70,Sakaguchi Nagisa,14913,2016,45,NEW,AKB48,Upcoming Girls Member,2000/12/23,17,15,A,Hokkaido,"17 Years, 1 Months, 14 Days",,47,Sasaki Yukari,16726,2014,37,NEW,SKE48,Next Girls Member,1995/08/28,22,18,B,Saitama,"22 Years, 5 Months, 9 Days"
72,Ueki Nao,13961,2015,41,NEW,HKT48,Upcoming Girls Member,1997/08/12,20,17,AB,Fukuoka,"20 Years, 5 Months, 25 Days",,69,Sakaguchi Nagisa,17303,2017,49,1,AKB48,Upcoming Girls Member,2000/12/23,17,16,A,Hokkaido,"17 Years, 1 Months, 14 Days",,47,Tano Yuuka,18048,2015,41,-2,AKB48,Next Girls Member,1997/03/07,20,18,O,Tokyo,"20 Years, 10 Months, 30 Days"
73,Kumazaki Haruka,13777,2015,41,NEW,SKE48,Upcoming Girls Member,1997/08/10,20,17,O,Aichi,"20 Years, 5 Months, 27 Days",,60,Sakaguchi Riko,12937,2014,37,NEW,NMB48,Future Girls Member,1994/07/26,23,19,A,Fukuoka,"23 Years, 6 Months, 11 Days",,47,Mogi Shinobu,20913,2016,45,10,AKB48,Next Girls Member,1997/02/16,20,19,AB,Chiba,"20 Years, 11 Months, 21 Days"
74,Tanigawa Airi,13744,2015,41,NEW,NMB48,Upcoming Girls Member,1995/12/05,22,19,O,Osaka,"22 Years, 2 Months, 1 Days",,37,Sakaguchi Riko,20936,2015,41,23,HKT48,Next Girls Member,1994/07/26,23,20,A,Fukuoka,"23 Years, 6 Months, 11 Days",,47,Kubo Satone,22895,2017,49,NEW,AKB48,Next Girls Member,2003/11/20,14,13,O,Kanagawa,"14 Years, 2 Months, 17 Days"
75,Owada Nana,13685,2015,41,NEW,AKB48,Upcoming Girls Member,1999/09/15,18,15,A,Chiba,"18 Years, 4 Months, 22 Days",,59,Sakaguchi Riko,16839,2016,45,-22,HKT48,Future Girls Member,1994/07/26,23,21,A,Fukuoka,"23 Years, 6 Months, 11 Days",,48,Katayama Haruka,6602,2012,27,-11,AKB48,Next Girls Member,1990/05/10,27,22,A,Aichi,"27 Years, 8 Months, 27 Days"
76,Takeuchi Mai,13539,2015,41,NEW,SKE48,Upcoming Girls Member,1993/08/31,24,21,A,Mie,"24 Years, 5 Months, 6 Days",,49,Sakaguchi Riko,21643,2017,49,10,HKT48,Future Girls Center,1994/07/26,23,22,A,Fukuoka,"23 Years, 6 Months, 11 Days",,48,Oba Mina,15064,2013,32,9,AKB48,Next Girls Member,1992/04/03,25,21,A,Kanagawa,"25 Years, 10 Months, 3 Days"
77,Ishida Anna,13269,2015,41,NEW,SKE48,Upcoming Girls Member,1996/05/27,21,19,B,Aichi,"21 Years, 8 Months, 10 Days",,63,Sakai Mei,15994,2016,45,NEW,SKE48,Future Girls Member,1997/12/13,20,18,B,Aichi,"20 Years, 1 Months, 24 Days",,48,Motomura Aoi,16449,2014,37,NEW,AKB48,Next Girls Member,1997/05/31,20,17,A,Fukuoka,"20 Years, 8 Months, 6 Days"
78,Shinozaki Ayana,13170,2015,41,NEW,AKB48,Upcoming Girls Member,1996/01/08,22,19,B,Saitama,"22 Years, 0 Months, 29 Days",,47,Sasaki Yukari,16726,2014,37,NEW,SKE48,Next Girls Member,1995/08/28,22,18,B,Saitama,"22 Years, 5 Months, 9 Days",,48,Kimoto Kanon,18021,2015,41,2,SKE48,Next Girls Member,1997/08/11,20,17,AB,Aichi,"20 Years, 5 Months, 26 Days"
79,Ichikawa Miori,13165,2015,41,-26,NMB48,Upcoming Girls Member,1994/02/12,23,21,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days",,50,Sasaki Yukari,17466,2015,41,-3,AKB48,Future Girls Member,1995/08/28,22,19,B,Saitama,"22 Years, 5 Months, 9 Days",,48,Inoue Yuriya,20643,2016,45,NEW,HKT48,Next Girls Member,1999/06/15,18,17,A,Fukuoka,"18 Years, 7 Months, 22 Days"
80,Motomura Aoi,13116,2015,41,-32,HKT48,Upcoming Girls Member,1997/05/31,20,18,A,Fukuoka,"20 Years, 8 Months, 6 Days",,38,Sasaki Yukari,24059,2016,45,12,AKB48,Next Girls Member,1995/08/28,22,20,B,Saitama,"22 Years, 5 Months, 9 Days",,48,Okita Ayaka,22264,2017,49,-23,NMB48,Next Girls Member,1995/10/11,22,21,AB,Hiroshima,"22 Years, 3 Months, 26 Days"
1,Sashihara Rino,243011,2016,45,0,HKT48,Senbatsu Center,1992/11/21,25,23,O,Oita,"25 Years, 2 Months, 16 Days",,43,Sasaki Yukari,24276,2017,49,-5,AKB48,Next Girls Member,1995/08/28,22,21,B,Saitama,"22 Years, 5 Months, 9 Days",,49,Muto Tomu,6428,2012,27,NEW,AKB48,Future Girls Center,1994/11/25,23,17,B,Tokyo,"23 Years, 2 Months, 12 Days"
2,Watanabe Mayu,175613,2016,45,1,AKB48,Senbatsu Member,1994/03/26,23,22,A,Saitama,"23 Years, 10 Months, 11 Days",,27,Sashihara Rino,1170,2009,13,NEW,AKB48,Undergirls Member,1992/11/21,25,16,O,Oita,"25 Years, 2 Months, 16 Days",,49,Yabushita Shu,14745,2013,32,NEW,NMB48,Future Girls Center,1998/12/02,19,14,AB,Osaka,"19 Years, 2 Months, 4 Days"
3,Matsui Jurina,112341,2016,45,2,SKE48,Senbatsu Member,1997/03/08,20,19,B,Aichi,"20 Years, 10 Months, 29 Days",,19,Sashihara Rino,6704,2010,17,8,AKB48,Senbatsu Member,1992/11/21,25,17,O,Oita,"25 Years, 2 Months, 16 Days",,49,Iwasa Misaki,16100,2014,37,7,HKT48,Future Girls Center,1995/01/30,22,19,O,Chiba,"23 Years, 0 Months, 7 Days"
4,Yamamoto Sayaka,110411,2016,45,2,NMB48,Senbatsu Member,1993/07/14,24,22,B,Osaka,"24 Years, 6 Months, 23 Days",,9,Sashihara Rino,45227,2011,22,10,AKB48,Senbatsu Member,1992/11/21,25,18,O,Oita,"25 Years, 2 Months, 16 Days",,49,Sato Sumire,17579,2015,41,REENTER,SKE48,Future Girls Center,1993/11/20,24,21,O,Saitama,"24 Years, 2 Months, 17 Days"
5,Kashiwagi Yuki,92110,2016,45,-3,AKB48,Senbatsu Member,1991/07/15,26,24,A,Kagoshima,"26 Years, 6 Months, 22 Days",,4,Sashihara Rino,67339,2012,27,5,AKB48,Senbatsu Member,1992/11/21,25,19,O,Oita,"25 Years, 2 Months, 16 Days",,49,Futamura Haruka,20618,2016,45,-11,SKE48,Future Girls Center,1996/05/14,21,20,O,Aichi,"21 Years, 8 Months, 23 Days"
6,Miyawaki Sakura,78279,2016,45,1,HKT48,Senbatsu Member,1998/03/19,19,18,A,Kagoshima,"19 Years, 10 Months, 18 Days",,1,Sashihara Rino,150570,2013,32,3,HKT48,Senbatsu Center,1992/11/21,25,20,O,Oita,"25 Years, 2 Months, 16 Days",,49,Sakaguchi Riko,21643,2017,49,10,HKT48,Future Girls Center,1994/07/26,23,22,A,Fukuoka,"23 Years, 6 Months, 11 Days"
7,Suda Akari,69159,2016,45,11,SKE48,Senbatsu Member,1991/10/31,26,24,A,Aichi,"26 Years, 3 Months, 6 Days",,2,Sashihara Rino,141954,2014,37,-1,HKT48,Senbatsu Member,1992/11/21,25,21,O,Oita,"25 Years, 2 Months, 16 Days",,50,Ishida Haruka,6333,2012,27,-23,AKB48,Future Girls Member,1993/12/02,24,18,A,Saitama,"24 Years, 2 Months, 4 Days"
8,Shimazaki Haruka,68126,2016,45,1,AKB48,Senbatsu Member,1994/03/30,23,22,A,Saitama,"23 Years, 10 Months, 7 Days",,1,Sashihara Rino,194049,2015,41,1,HKT48,Senbatsu Center,1992/11/21,25,22,O,Oita,"25 Years, 2 Months, 16 Days",,50,Yoshida Akari,14684,2013,32,NEW,NMB48,Future Girls Member,1996/08/16,21,16,AB,Osaka,"21 Years, 5 Months, 21 Days"
9,Kodama Haruka,60591,2016,45,8,HKT48,Senbatsu Member,1996/09/19,21,19,O,Fukuoka,"21 Years, 4 Months, 18 Days",,1,Sashihara Rino,243011,2016,45,0,HKT48,Senbatsu Center,1992/11/21,25,23,O,Oita,"25 Years, 2 Months, 16 Days",,50,Kimoto Kanon,16022,2014,37,-19,AKB48,Future Girls Member,1997/08/11,20,16,AB,Aichi,"20 Years, 5 Months, 26 Days"
10,Mutou Tomu,58624,2016,45,6,AKB48,Senbatsu Member,1994/11/25,23,21,B,Tokyo,"23 Years, 2 Months, 12 Days",,1,Sashihara Rino,246376,2017,49,0,HKT48,Senbatsu Center,1992/11/21,25,24,O,Oita,"25 Years, 2 Months, 16 Days",,50,Sasaki Yukari,17466,2015,41,-3,AKB48,Future Girls Member,1995/08/28,22,19,B,Saitama,"22 Years, 5 Months, 9 Days"
11,Yokoyama Yui,58610,2016,45,-1,AKB48,Senbatsu Member,1992/12/08,25,23,B,Kyoto,"25 Years, 1 Months, 29 Days",,8,Sato Amina,2117,2009,13,NEW,AKB48,Senbatsu Member,1990/10/16,27,18,O,Tokyo,"27 Years, 3 Months, 21 Days",,50,Moriyasu Madoka,20228,2016,45,-7,HKT48,Future Girls Member,1997/07/26,20,18,A,Nagasaki,"20 Years, 6 Months, 11 Days"
12,Kitahara Rie,50190,2016,45,-1,NGT48,Senbatsu Member,1991/06/24,26,25,A,Aichi,"26 Years, 7 Months, 13 Days",,18,Sato Amina,6921,2010,17,-10,AKB48,Senbatsu Member,1990/10/16,27,19,O,Tokyo,"27 Years, 3 Months, 21 Days",,50,Tanaka Natsumi,21472,2017,49,39,HKT48,Future Girls Member,2000/08/10,17,16,A,Fukuoka,"17 Years, 5 Months, 27 Days"
13,Mukaichi Mion,47094,2016,45,31,AKB48,Senbatsu Member,1998/01/29,19,18,O,Saitama,"20 Years, 0 Months, 8 Days",,18,Sato Amina,16574,2011,22,0,AKB48,Senbatsu Member,1990/10/16,27,20,O,Tokyo,"27 Years, 3 Months, 21 Days",,51,Kikuchi Ayaka,6185,2012,27,NEW,AKB48,Future Girls Member,1993/06/30,24,19,A,Tokyo,"24 Years, 7 Months, 7 Days"
14,Okada Nana,43318,2016,45,15,AKB48,Senbatsu Member,1997/11/07,20,18,A,Osaka,"20 Years, 2 Months, 30 Days",,21,Sato Amina,17009,2012,27,-3,AKB48,Undergirls Member,1990/10/16,27,21,O,Tokyo,"27 Years, 3 Months, 21 Days",,51,Kikuchi Ayaka,13944,2013,32,0,AKB48,Future Girls Member,1993/06/30,24,20,A,Tokyo,"24 Years, 7 Months, 7 Days"
15,Takahashi Juri,40648,2016,45,10,AKB48,Senbatsu Member,1997/10/03,20,18,A,Ibaraki,"20 Years, 4 Months, 3 Days",,33,Sato Amina,19569,2013,32,-12,AKB48,Next Girls Center,1990/10/16,27,22,O,Tokyo,"27 Years, 3 Months, 21 Days",,51,Okada Nana,15873,2014,37,NEW,SKE48,Future Girls Member,1997/11/07,20,16,A,Osaka,"20 Years, 2 Months, 30 Days"
16,Kojima Haruna,40071,2016,45,REENTER,AKB48,Senbatsu Member,1988/04/19,29,28,O,Saitama,"29 Years, 9 Months, 18 Days",,31,Sato Sumire,2591,2010,17,NEW,AKB48,Undergirls Member,1993/11/20,24,16,O,Saitama,"24 Years, 2 Months, 17 Days",,51,Matsuoka Natsumi,17387,2015,41,13,HKT48,Future Girls Member,1996/08/08,21,18,O,Fukuoka,"21 Years, 5 Months, 29 Days"
17,Minegishi Minami,40011,2016,45,2,AKB48,Undergirls Center,1992/11/15,25,23,B,Tokyo,"25 Years, 2 Months, 22 Days",,34,Sato Sumire,5438,2011,22,-3,AKB48,Undergirls Member,1993/11/20,24,17,O,Saitama,"24 Years, 2 Months, 17 Days",,51,Iwatate Saho,20021,2016,45,REENTER,AKB48,Future Girls Member,1994/10/04,23,21,B,Kanagawa,"23 Years, 4 Months, 2 Days"
18,Iriyama Anna,36894,2016,45,REENTER,AKB48,Undergirls Member,1995/12/03,22,20,B,Chiba,"22 Years, 2 Months, 3 Days",,61,Sato Sumire,5706,2012,27,-27,AKB48,Future Girls Member,1993/11/20,24,18,O,Saitama,"24 Years, 2 Months, 17 Days",,51,Oguri Yui,21296,2017,49,NEW,AKB48,Future Girls Member,2001/12/26,16,15,**,Tokyo,"16 Years, 1 Months, 11 Days"
19,Kojima Mako,33524,2016,45,7,AKB48,Undergirls Member,1997/05/30,20,19,O,Tokyo,"20 Years, 8 Months, 7 Days",,52,Sato Sumire,13692,2013,32,9,AKB48,Future Girls Member,1993/11/20,24,19,O,Saitama,"24 Years, 2 Months, 17 Days",,52,Ota Aika,6140,2012,27,NEW,AKB48,Future Girls Member,1994/12/08,23,17,O,Saitama,"23 Years, 1 Months, 29 Days"
20,Takayanagi Akane,33176,2016,45,-6,SKE48,Undergirls Member,1991/11/29,26,24,B,Aichi,"26 Years, 2 Months, 8 Days",,49,Sato Sumire,17579,2015,41,REENTER,SKE48,Future Girls Center,1993/11/20,24,21,O,Saitama,"24 Years, 2 Months, 17 Days",,52,Sato Sumire,13692,2013,32,9,AKB48,Future Girls Member,1993/11/20,24,19,O,Saitama,"24 Years, 2 Months, 17 Days"
21,Komiyama Haruka,32886,2016,45,NEW,AKB48,Undergirls Member,1998/09/12,19,17,B,Chiba,"19 Years, 4 Months, 25 Days",,75,Sato Sumire,13657,2016,45,-26,SKE48,Upcoming Girls Member,1993/11/20,24,22,O,Saitama,"24 Years, 2 Months, 17 Days",,52,Kuramochi Asuka,15443,2014,37,-16,AKB48,Future Girls Member,1989/09/11,28,24,A,Kanagawa,"28 Years, 4 Months, 26 Days"
22,Oba Mina,32118,2016,45,5,SKE48,Undergirls Member,1992/04/03,25,24,A,Kanagawa,"25 Years, 10 Months, 3 Days",,68,Sato Sumire,17320,2017,49,7,SKE48,Upcoming Girls Member,1993/11/20,24,23,O,Saitama,"24 Years, 2 Months, 17 Days",,52,Goto Risako,17330,2015,41,NEW,SKE48,Future Girls Member,1997/05/29,20,18,A,Aichi,"20 Years, 8 Months, 8 Days"
23,Tomonaga Mio,31314,2016,45,-2,HKT48,Undergirls Member,1998/05/17,19,18,O,Fukuoka,"19 Years, 8 Months, 20 Days",,15,Sato Yukari,1539,2009,13,NEW,AKB48,Senbatsu Member,1988/11/22,29,20,B,Shizuoka,"29 Years, 2 Months, 15 Days",,52,Ota Yuuri,19534,2016,45,NEW,NMB48,Future Girls Member,1999/12/01,18,16,AB,Nara,"18 Years, 2 Months, 5 Days"
24,Shiroma Miru,29983,2016,45,10,NMB48,Undergirls Member,1997/10/14,20,18,B,Osaka,"20 Years, 3 Months, 23 Days",,17,Shibata Aya,39739,2013,32,NEW,SKE48,Undergirls Center,1993/04/01,24,20,B,Aichi,"24 Years, 10 Months, 5 Days",,52,Komiyama Haruka,20910,2017,49,-31,AKB48,Future Girls Member,1998/09/12,19,18,B,Chiba,"19 Years, 4 Months, 25 Days"
25,Okita Ayaka,29517,2016,45,NEW,NMB48,Undergirls Member,1995/10/11,22,20,AB,Hiroshima,"22 Years, 3 Months, 26 Days",,15,Shibata Aya,39264,2014,37,2,SKE48,Senbatsu Member,1993/04/01,24,21,B,Aichi,"24 Years, 10 Months, 5 Days",,53,Matsui Sakiko,6058,2012,27,-15,AKB48,Future Girls Member,1990/12/10,27,21,O,Saitama,"27 Years, 1 Months, 27 Days"
26,Kato Rena,29333,2016,45,2,AKB48,Undergirls Member,1997/07/10,20,18,B,Chiba,"20 Years, 6 Months, 27 Days",,15,Shibata Aya,49199,2015,41,0,SKE48,Senbatsu Member,1993/04/01,24,22,B,Aichi,"24 Years, 10 Months, 5 Days",,53,Maeda Ami,13613,2013,32,-11,AKB48,Future Girls Member,1995/06/01,22,18,O,Tokyo,"22 Years, 8 Months, 5 Days"
27,Kawamoto Saya,29213,2016,45,NEW,AKB48,Undergirls Member,1998/08/31,19,17,B,Hokkaido,"19 Years, 5 Months, 6 Days",,58,Shibuya Nagisa,16386,2015,41,NEW,NMB48,Future Girls Member,1996/08/25,21,18,A,Osaka,"21 Years, 5 Months, 12 Days",,53,Ichikawa Miori,15045,2014,37,4,AKB48,Future Girls Member,1994/02/12,23,20,"O (""The shape of a lemon"")",Saitama,"23 Years, 11 Months, 25 Days"
28,Yabuki Nako,28706,2016,45,NEW,HKT48,Undergirls Member,2001/06/18,16,15,**,Tokyo,"16 Years, 7 Months, 19 Days",,56,Shibuya Nagisa,19140,2016,45,2,NMB48,Future Girls Member,1996/08/25,21,19,A,Osaka,"21 Years, 5 Months, 12 Days",,53,Isohara Kyoka,17278,2015,41,-9,SKE48,Future Girls Member,1996/08/08,21,18,O,Aichi,"21 Years, 5 Months, 29 Days"
29,Furuhata Nao,28553,2016,45,-5,SKE48,Undergirls Member,1996/09/15,21,19,O,Aichi,"21 Years, 4 Months, 22 Days",,60,Shibuya Nagisa,19263,2017,49,-4,NMB48,Future Girls Member,1996/08/25,21,20,A,Osaka,"21 Years, 5 Months, 12 Days",,53,Kojina Yui,19377,2016,45,-7,HKT48,Future Girls Member,1998/01/24,19,18,AB,Fukuoka,"20 Years, 0 Months, 13 Days"
30,Soda Sarina,28369,2016,45,25,SKE48,Undergirls Member,1993/01/18,25,23,B,Saitama,"25 Years, 0 Months, 19 Days",,28,Shimazaki Haruka,3076,2010,17,NEW,AKB48,Undergirls Member,1994/03/30,23,16,A,Saitama,"23 Years, 10 Months, 7 Days",,53,Yamaguchi Maho,20818,2017,49,NEW,NGT48,Future Girls Member,1995/09/17,22,21,O,Aomori,"22 Years, 4 Months, 20 Days"
31,Takeuchi Saki,28282,2016,45,NEW,SKE48,Undergirls Member,1999/11/24,18,16,B,Aichi,"18 Years, 2 Months, 13 Days",,23,Shimazaki Haruka,14633,2012,27,5,AKB48,Undergirls Member,1994/03/30,23,18,A,Saitama,"23 Years, 10 Months, 7 Days",,54,Yamauchi Suzuran,6027,2012,27,-18,AKB48,Future Girls Member,1994/12/08,23,17,O,Chiba,"23 Years, 1 Months, 29 Days"
32,Oshima Ryoka,28260,2016,45,REENTER,AKB48,Undergirls Member,1998/10/21,19,17,O,Kanagawa,"19 Years, 3 Months, 16 Days",,12,Shimazaki Haruka,57275,2013,32,11,AKB48,Senbatsu Member,1994/03/30,23,19,A,Saitama,"23 Years, 10 Months, 7 Days",,54,Ogasawara Mayu,13442,2013,32,6,NMB48,Future Girls Member,1994/04/11,23,19,A,Osaka,"23 Years, 9 Months, 26 Days"
33,Yagura Fuuko,27487,2016,45,7,NMB48,Next Girls Center,1997/02/24,20,19,A,Osaka,"20 Years, 11 Months, 13 Days",,7,Shimazaki Haruka,67591,2014,37,5,AKB48,Senbatsu Member,1994/03/30,23,20,A,Saitama,"23 Years, 10 Months, 7 Days",,54,Yamada Mizuho,14942,2014,37,NEW,NMB48,Future Girls Member,1997/05/25,20,17,AB,Aichi,"20 Years, 8 Months, 12 Days"
34,Kuranoo Narumi,26152,2016,45,NEW,AKB48,Next Girls Member,2000/11/08,17,15,A,Kumamoto,"17 Years, 2 Months, 29 Days",,9,Shimazaki Haruka,73803,2015,41,-2,AKB48,Senbatsu Member,1994/03/30,23,21,A,Saitama,"23 Years, 10 Months, 7 Days",,54,Kotani Riho,17132,2015,41,7,NMB48,Future Girls Member,1994/08/24,23,20,A,Kyoto,"23 Years, 5 Months, 13 Days"
35,Ego Yuna,25963,2016,45,NEW,SKE48,Next Girls Member,2000/03/29,17,16,O,Aichi,"17 Years, 10 Months, 8 Days",,8,Shimazaki Haruka,68126,2016,45,1,AKB48,Senbatsu Member,1994/03/30,23,22,A,Saitama,"23 Years, 10 Months, 7 Days",,54,Takeuchi Mai,19336,2016,45,NEW,SKE48,Future Girls Member,1993/08/31,24,22,A,Mie,"24 Years, 5 Months, 6 Days"
36,Motomura Aoi,25613,2016,45,12,HKT48,Next Girls Member,1997/05/31,20,19,A,Fukuoka,"20 Years, 8 Months, 6 Days",,98,Shimono Yuki,8956,2016,45,NEW,HKT48,No Membership,1998/04/02,19,18,O,Fukuoka,"19 Years, 10 Months, 4 Days",,54,Ueki Nao,20640,2017,49,4,HKT48,Future Girls Member,1997/08/12,20,19,AB,Fukuoka,"20 Years, 5 Months, 25 Days"
